tweets,processed_text,sentiment,predicted_sentiment,prediction_probability,top_topics,dataset
wtf is my conputer doing i left it alone for five minutes and it does this?? help @apple @billgates ,wtf is my conput do i left it alon for five minut and it doe this?? help,-1.0,-1.0,0.88316643,"Topic 3, Topic 5",train
"apple continues war on notification center widgets, asks 'drafts' to remove note creation feature  #aapl","continu war on notif center widgets, ask draft to remov note creation featur",0.0,0.0,0.59562117,"Topic 2, Topic 4",train
"rt @ilovemymom98: i've tried turning it off and on, what's my problem here? @apple ","ive tri turn it off and on, what my problem here?",0.0,-1.0,0.6890296,"Topic 5, Topic 1",train
"if @apple's new #iphone5c case reminds you of crocs, sorry, you're a freaking retard.","if s new case remind you of crocs, sorry, your a freak retard.",0.0,0.0,0.5979877,"Topic 1, Topic 2",train
@fireatwill @apple i wrapped my charger and it began smoking. do better apple.,i wrap my charger and it began smoking. do better.,-1.0,-1.0,0.71510106,"Topic 3, Topic 2",train
"dear @apple, i place all my browser eggs in the #safari basket. guess what? safari is broken, please fix the release you pulled. #fail","dear , i place all my browser egg in the basket. guess what? safari is broken, pleas fix the releas you pulled.",-1.0,-1.0,0.93815315,"Topic 6, Topic 5",train
who was steve john? he was whose @apple tempted every one!who was tim cook? he was who tried to cook #apple with copied recipies of of #dell,who wa steve john? he wa whose tempt everi one!who wa tim cook? he wa who tri to cook with copi recipi of of,0.0,0.0,0.92522,"Topic 4, Topic 5",train
@apple steve jobs didn't die for you to freak up my phone and not let me see nudes on twitter.,steve job didnt die for you to freak up my phone and not let me see nude on twitter.,-1.0,-1.0,0.9580668,"Topic 5, Topic 2",train
"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ","studio at , ft. one outlet, computers. we need the batteri of the futur now!!!!",0.0,0.0,0.79342747,"Topic 5, Topic 3",train
ipad mini first time startup!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,ipad mini first time staup! via,0.0,0.0,0.91811806,"Topic 1, Topic 2",train
even more reason for @apple to stop using benzene in its manufacturing.  ,even more reason for to stop use benzen in it manufacturing.,0.0,-1.0,0.5206228,"Topic 6, Topic 4",train
iphone 6 plus makes up 41% of large phone sales as iphone 6 leads ios devices [ios blog]  #aapl,iphon plu make up of larg phone sale as iphon lead io devic io blog,0.0,0.0,0.87596476,"Topic 1, Topic 6",train
trapping trademarks: the case of apple inc. app store  #aapl #trademark,trap trademark the case ofinc. app store,0.0,0.0,0.7075058,"Topic 3, Topic 4",train
#aapl:alabama anti-discrimination bill to be named after apple ceo tim cook...,alabama antidiscrimin bill to be name afterceo tim cook...,0.0,0.0,0.95276034,"Topic 6, Topic 5",train
"if you listen to @apple, you'd think the only way to keep your brain sharp is thru certain apps they provide/sell. uh...reading, muhfugs","if you listen to , youd think the onli way to keep your brain sharp is thru ceain app they providesell. uh...reading, muhfug",-1.0,-1.0,0.50359875,"Topic 4, Topic 5",train
it looks like i have a software update saved in my storage on my iphone. can i delete this or do i need it? @apple #applesupport,it look like i have a softwar updat save in my storag on my iphone. can i delet thi or do i need it?,0.0,0.0,0.6980831,"Topic 1, Topic 6",train
youtube on apple tv just got a whole lot better:   @youtube @apple #youtube via @mashable,youtub ontv just got a whole lot better via,1.0,1.0,0.57613134,"Topic 2, Topic 5",train
@fulltimebro @apple ohhhhhh you need this new phone or you will die!!!!!!!,ohhhhhh you need thi new phone or you will die!!!!!!!,0.0,0.0,0.5928145,"Topic 3, Topic 5",train
did @apple deliberately lock the phone off button on old devices on purpose in anticipation of their fingerprint scanner 5s and 5c release?,did deliber lock the phone off button on old devic on purpos in anticip of their fingerprint scanner s and c release?,-1.0,-1.0,0.79918486,"Topic 4, Topic 5",train
rt @schreier: it makes you smarter.  elevate is @apple app of the year!  congratulations @jessepickard and team.  ,it make you smaer. elev is app of the year! congratul and team.,1.0,1.0,0.8776505,"Topic 5, Topic 4",train
love the new @apple @ipadair_2 tv spot - ,love the new tv spot,1.0,1.0,0.8210245,"Topic 5, Topic 4",train
rt @cruci0btch: why don't we have harry potter emojis please work on this @apple,whi dont we have harri potter emoji pleas work on thi,-1.0,-1.0,0.66927475,"Topic 5, Topic 6",train
"@7evenstarz i'm not a fan boy, rather disappointed recently with @apple but they are hardly stupid. they are successful for a reason.","im not a fan boy, rather disappoint recent with but they are hardli stupid. they are success for a reason.",-1.0,-1.0,0.86381155,"Topic 1, Topic 6",train
"yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not","ye , now is a perfect time to lock my screen and instal a softwar updat without asking.",-1.0,-1.0,0.78739864,"Topic 3, Topic 1",train
idk if it's my phone or what ! ip6 ain't shit but problems. @apple fix this shit !!,idk if it my phone or what ! ip aint shit but problems. fix thi shit !!,-1.0,-1.0,0.9966382,"Topic 2, Topic 5",train
"@nevbackwoods exactly. come on @apple / other phone companies, get yo shit together","exactly. come on other phone companies, get yo shit togeth",-1.0,-1.0,0.99079263,"Topic 5, Topic 4",train
#peroquemorro !!!! 'lawyers say #ipods deleted songs not purchased from @apple'  via @gigaom,!!!! lawyer say delet song not purchas from via,-1.0,-1.0,0.8210696,"Topic 3, Topic 1",train
great piece from @howardlake on @apple &amp; the new #red #app store - profits from exclusive content go to @globalfund: ,great piec from on the new store profit from exclus content go to,0.0,1.0,0.500769,"Topic 4, Topic 5",train
"looking down on the crazy george street, #sydney in the rain from the @apple genius bar... ","look down on the crazi georg street, in the rain from the geniu bar...",0.0,0.0,0.781254,"Topic 3, Topic 6",train
@apple with now dual core technology ,with now dual core technolog,1.0,0.0,0.77001274,"Topic 5, Topic 6",train
cheeky @apple...  very cheeky.... no dice though... you can't own 'app store' it's a description not a product - ,cheeki ... veri cheeky.... no dice though... you cant own app store it a descript not a product,-1.0,-1.0,0.9256769,"Topic 6, Topic 4",train
@apple @nike #blackdollarsmatter: an open letter to the companies that support #lgbtq marriage equality/civil rights. ,an open letter to the compani that suppomarriag equalitycivil rights.,0.0,0.0,0.623588,"Topic 4, Topic 5",train
rt @marisalovexox: my phone went from 78% to 21% @apple please tell me how that is mathematically possible,my phone went from to pleas tell me how that is mathemat possibl,-1.0,-1.0,0.73100376,"Topic 1, Topic 3",train
iphone battery life takes the piss sort it out @apple iphone #iphone #apple ,iphon batteri life take the piss soit out iphon,-1.0,-1.0,0.72249854,"Topic 4, Topic 2",train
@apple stop trying to be like samsung i chose you and not samsung for a reason,stop tri to be like samsung i chose you and not samsung for a reason,-1.0,-1.0,0.8499219,"Topic 1, Topic 4",train
"between 07 &amp; 09, @apple deleted #music off of some customers' ipods without telling them  ","between , delet off of some custom ipod without tell them",-1.0,-1.0,0.7403296,"Topic 1, Topic 3",train
@matt_garber @levifig @dcurtis hah. i wasn't defending it. but this is @apple and they don't understand the internet.,hah. i wasnt defend it. but thi is and they dont understand the internet.,-1.0,-1.0,0.6356731,"Topic 5, Topic 2",train
thank you @apple for fixing the #swift sourcekit crashes in #xcode :). life is better now! ,thank you for fix the sourcekit crash in . life is better now!,1.0,1.0,0.72860396,"Topic 5, Topic 2",train
why is tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs,whi is tom automat capit and tommi isnt?? you need to fix this.,-1.0,-1.0,0.9625584,"Topic 6, Topic 3",train
one thing everyone is getting wrong when it comes to the #apple television #aapl  ,one thing everyon is get wrong when it come to the televis,0.0,0.0,0.918214,"Topic 2, Topic 4",train
i'm surprised there isn't more talk about what looked like a flash crash in #aapl yesterday. biggest range in years and largely ignored,im surpris there isnt more talk about what look like a flash crash in yesterday. biggest rang in year and larg ignor,-1.0,-1.0,0.6864384,"Topic 6, Topic 2",train
@onerepublic @apple does pilot fly with us? ;-),doe pilot fli with us?,0.0,0.0,0.7941883,"Topic 4, Topic 3",train
best buy cuts apple inc. ipad prices to boost sales  #aapl #ipad,best buy cutsinc. ipad price to boost sale,0.0,0.0,0.8651558,"Topic 2, Topic 6",train
@apple's share of uk smartphone sales soared to 39.5% in the 3 months to october thanks to #iphone6 launch,s share of uk smaphon sale soar to . in the month to octob thank to launch,1.0,1.0,0.8142305,"Topic 6, Topic 1",train
@stackizshort streaming now from @apple #nyc 5th ave. store  #icantbreathe #ericgarner #ferguson #thisstopstoday,stream now from th ave. store,0.0,0.0,0.8095003,"Topic 4, Topic 1",train
@apple are trying to royally screw me over! wait for 2 weeks when your warranty runs out to send your phone in to be fixed!,are tri to royal screw me over! wait for week when your warranti run out to send your phone in to be fixed!,-1.0,-1.0,0.9295859,"Topic 3, Topic 5",train
@tyga sell 1 million copies of #thegoldalbum to @apple so us iphone users can get it early like jay z did for magnacarta at @samsungmobileus,sell million copi of to so us iphon user can get it earli like jay z did for magnacaa at,0.0,0.0,0.8684107,"Topic 1, Topic 4",train
"@mhdadon @apple def gotta have it, i don't even like watches","def gotta have it, i dont even like watch",1.0,1.0,0.3939236,"Topic 6, Topic 1",train
#aapl:how apple inc (aapl) is crushing google inc (googl) on mobile shopping...,howinc is crush googl inc googl on mobil shopping...,1.0,0.0,0.7573073,"Topic 4, Topic 6",train
".@apple discontinues cards app and printing service, recommends using #iphoto instead. ",". discontinu card app and print service, recommend use instead.",0.0,0.0,0.8175499,"Topic 4, Topic 6",train
apple ceo tim cook comes out as gay @apple     via @posh360_net,ceo tim cook come out as gay via,0.0,0.0,0.95276034,"Topic 4, Topic 5",train
@mattnwells i just wish i could post my #fav #coolclimate #merlots on @delectable using my @apple flip phone,i just wish i could post my on use my flip phone,0.0,0.0,0.6137965,"Topic 1, Topic 4",train
. @mattz62 we'll find out when i go to the @apple store and see what they say.,. well find out when i go to the store and see what they say.,0.0,0.0,0.6848363,"Topic 3, Topic 4",train
it's 2013 why can't i highlight text and un-capitalize it @apple like what are you guys even doing?,it whi cant i highlight text and uncapit it like what are you guy even doing?,0.0,0.0,0.7432429,"Topic 1, Topic 6",train
details of the apple inc. ipad mini 4 revealed  #aapl,detail of theinc. ipad mini reveal,0.0,0.0,0.9117729,"Topic 4, Topic 2",train
.@apple macmail on os x #yosemite is really giving me a hard time. is there an alternative email program out there? #yosemiteproblems,. macmail on os x is realli give me a hard time. is there an altern email program out there?,-1.0,-1.0,0.9114156,"Topic 6, Topic 1",train
"even automakers are innovating faster than @apple, check out @nissan's #smartwatch   ","even automak are innov faster than , check out s",-1.0,-1.0,0.49878874,"Topic 6, Topic 5",train
13 things you didn't know your #iphone6 could do #aapl  ,thing you didnt know your could do,0.0,0.0,0.8314067,"Topic 5, Topic 2",train
"@apple is trying to force me to update the ios by crashing every time i try editing a photo and acting like a weird cow. freak you, @apple.","is tri to forc me to updat the io by crash everi time i tri edit a photo and act like a weird cow. freak you, .",-1.0,-1.0,0.9670602,"Topic 2, Topic 1",train
mark #zuckerberg slams tim #cook: you're not in alignment with your customers #fb #aapl  ,mark slam tim your not in align with your custom,-1.0,-1.0,0.47278136,"Topic 5, Topic 6",train
@apple #apple #iphone @iphone #iphone4s #iphone4problems  someone fucking help me someone who works at apple fucking help me do ur job cunts,someon fuck help me someon who work atfuck help me do ur job cunt,-1.0,-1.0,0.9904213,"Topic 3, Topic 6",train
"how to: make a realistic, song-length drum track using @apple logic pro x drummer:  #proaudio ","how to make a realistic, songlength drum track use logic pro x drummer",0.0,0.0,0.7109134,"Topic 5, Topic 1",train
rt @jimmy5098: @azakfeverafc @apple or you could learn to take pictures off the internet better,or you could learn to take pictur off the internet better,-1.0,-1.0,0.5604468,"Topic 2, Topic 6",train
technical observation of the day: tested the 20 dma on apple $aapl #aapl ,technic observ of the day test the dma on,0.0,0.0,0.87711483,"Topic 5, Topic 1",train
"video shows size of 12.2-inch 'ipad air plus' mockup next to iphones, ipads, and macbook  #aapl","video show size of .inch ipad air plu mockup next to iphones, ipads, and macbook",0.0,0.0,0.8793984,"Topic 1, Topic 2",train
"@apple seems to be nailing it with @applepay, building on their success &amp; brand  #appleid #nomorepaywords","seem to be nail it with , build on their success brand",1.0,1.0,0.6524337,"Topic 1, Topic 4",train
@sagarkamesh @apple dat is just a wish i have n wanted to share with d world.,dat is just a wish i have n want to share with d world.,0.0,0.0,0.7095407,"Topic 4, Topic 6",train
@apple fix your ios8 garbage software mix in an update asap,fix your io garbag softwar mix in an updat asap,-1.0,-1.0,0.86138976,"Topic 6, Topic 1",train
excuse me @apple ... why is there no bat signal emoji yet? hmm?,excus me ... whi is there no bat signal emoji yet? hmm?,-1.0,0.0,0.6948543,"Topic 3, Topic 6",train
apple ceo tim cook comes out as gay @apple     via @posh360_net,ceo tim cook come out as gay via,0.0,0.0,0.95276034,"Topic 4, Topic 5",train
@nbcnewyork encourages this marxist bs that @nypdcommaffairs =isis. @apple gave order 2 not arrest marxist dupes trespass? #pantsupdontloot,encourag thi marxist bs that isis. gave order not arrest marxist dupe trespass?,-1.0,0.0,0.475099,"Topic 3, Topic 1",train
rt @schreier: it makes you smarter.  elevate is @apple app of the year!  congratulations @jessepickard and team.  ,it make you smaer. elev is app of the year! congratul and team.,1.0,1.0,0.8776505,"Topic 5, Topic 4",train
'@timesofindia: #facebook ceo mark zuckerberg criticizes apple   his iphone 6+ bend! lol @apple,ceo mark zuckerberg criticizeshi iphon bend! lol,-1.0,-1.0,0.5221109,"Topic 3, Topic 6",train
pm abe says apple to build big r&amp;d center in japan: media $aapl #aapl ,pm abe saysto build big rd center in japan media,0.0,0.0,0.4845304,"Topic 3, Topic 4",train
@apple @verizon where the fuck is my phone it shouldn't take this long.,where the fuck is my phone it shouldnt take thi long.,-1.0,-1.0,0.98780173,"Topic 3, Topic 5",train
"ubs increases apple's iphone 6 sales, revenue and eps $aapl #aapl ","ub increasess iphon sales, revenu and ep",1.0,0.0,0.6210885,"Topic 2, Topic 4",train
"@teamcavuto @apple a protest should not show any form of violence, because violence is very destructive: ","a protest should not show ani form of violence, becaus violenc is veri destruct",0.0,-1.0,0.59529614,"Topic 2, Topic 6",train
the @uksga #catscab app is now available on @apple.  download & use it now @universityofky students!!,the app is now avail on . download use it now students!!,0.0,0.0,0.8761418,"Topic 1, Topic 4",train
the only reason i have an iphone is because of imessage. @apple bruh make a better battery,the onli reason i have an iphon is becaus of imessage. bruh make a better batteri,-1.0,-1.0,0.99518764,"Topic 5, Topic 2",train
@schreier @sequoia @apple @jessepickard yes it surely is a smart game . even peak is good,ye it sure is a smagam . even peak is good,1.0,0.0,0.39435056,"Topic 6, Topic 1",train
here are the main differences between #apple #carplay and #androidauto #aapl #goog  ,here are the main differ between and,0.0,0.0,0.93825233,"Topic 4, Topic 6",train
f u @apple ur geniuses can suck my ass!,f u ur genius can suck my ass!,-1.0,-1.0,0.9565412,"Topic 4, Topic 3",train
"@apple bs that us-purchased iphone 5 not covered by battery replacement program ( in india. arbitrary, unfair. fix!","bs that uspurchas iphon not cover by batteri replac program in india. arbitrary, unfair. fix!",-1.0,-1.0,0.9698593,"Topic 1, Topic 4",train
"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ","studio at , ft. one outlet, computers. we need the batteri of the futur now!!!!",-1.0,0.0,0.79342747,"Topic 5, Topic 3",train
apple intraday comments - pre-opening - premium users  #aapl #stockaction #trading #stocks #mkt ,intraday comment preopen premium user,0.0,0.0,0.9738425,"Topic 1, Topic 4",train
c #ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo @apple @itune,c,0.0,0.0,0.778201,"Topic 5, Topic 6",train
i have been through about 18 iphone 5 chargers @apple @stevejobs @wtf @!!!!!!!!!!!! @notcool,i have been through about iphon charger !!!!!!!!!!!!,-1.0,-1.0,0.74683577,"Topic 4, Topic 2",train
"#mkt final #aapl #putcallratios for monday, december 8, 2014:  ","final for monday, decemb ,",0.0,0.0,0.94595873,"Topic 4, Topic 6",train
"new meaning to soviet jokes 'whatever we produce, it turns out as tank': #russia seeks #kalashnikov to rival @apple ","new mean to soviet joke whatev we produce, it turn out as tank seek to rival",0.0,0.0,0.7807214,"Topic 1, Topic 4",train
emojis i'm mad we have b4 black ppl:????????????????????????? @apple try harder,emoji im mad we have b black ppl????????????????????????? tri harder,-1.0,-1.0,0.6359237,"Topic 3, Topic 2",train
i'm learning all about apple ipad mini smart cover - pink (md968ll/a) at @influenster! @apple ,im learn all aboutipad mini smacov pink mdlla at !,0.0,0.0,0.9283526,"Topic 2, Topic 5",train
"so, on my iphone5, the @apple health kit is no longer gathering data.  sigh.","so, on my iphone, the health kit is no longer gather data. sigh.",-1.0,-1.0,0.59200054,"Topic 1, Topic 6",train
rt @shannonmmiller: love the @apple is supporting #hourofcode with workshops! :) ,love the is suppo with workshops!,1.0,1.0,0.92131984,"Topic 5, Topic 2",train
#aapl:how to get an unsubsidized smartphone for $25...,how to get an unsubsid smaphon for ...,0.0,0.0,0.778201,"Topic 4, Topic 1",train
u should make better chargers @apple,u should make better charger,0.0,-1.0,0.7112973,"Topic 4, Topic 2",train
macbook pro 13in unboxing:  via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing,macbook pro in unbox via,0.0,0.0,0.8913942,"Topic 5, Topic 1",train
@prettynumbers @teamcavuto @apple for so many reasons. ,for so mani reasons.,0.0,0.0,0.8040048,"Topic 1, Topic 5",train
iphone 5s and 5c are so freaking boring @apple u spent a year making the fingerprint? :/,iphon s and c are so freak bore u spent a year make the fingerprint?,-1.0,-1.0,0.95359683,"Topic 5, Topic 1",train
@sometimesboring also wtf @apple i dont even live in kirkby,also wtf i dont even live in kirkbi,-1.0,-1.0,0.93210244,"Topic 5, Topic 3",train
#aapl:pm abe says apple to build technical center in japan...,pm abe saysto build technic center in japan...,0.0,0.0,0.8459389,"Topic 1, Topic 4",train
".@apple's iad #programmatic #advertising is a sign of the times, but it doesn't match the company's innovative rep: ",".s iad is a sign of the times, but it doesnt match the compani innov rep",0.0,0.0,0.70406914,"Topic 1, Topic 5",train
rt @ppropp: our buddies @arccosgolf are at eye level in the @apple store #startups @ctnext @stamfordicenter #nice ,our buddi are at eye level in the store,0.0,0.0,0.77511424,"Topic 1, Topic 6",train
i've abandoned #itunes and i'm never going back because #googlemusic is so much better #aapl #goog ,ive abandon and im never go back becaus is so much better,-1.0,-1.0,0.6090329,"Topic 1, Topic 5",train
why do i have 5 group messages with the same people. @apple,whi do i have group messag with the same people.,0.0,-1.0,0.569524,"Topic 6, Topic 1",train
another @nike #mustbuy #outfit with an @apple #ipodnano in there too  ,anoth with an in there too,0.0,0.0,0.778201,"Topic 3, Topic 6",train
apple price target raised at bmo capital; sees unfulfilled iphone 6 demand pushed into march quarter $aapl #aapl ,price target rais at bmo capit see unfulfil iphon demand push into march quaer,0.0,0.0,0.9307341,"Topic 6, Topic 2",train
i'm surprised there isn't more talk about what looked like a flash crash in #aapl yesterday. biggest range in years and largely ignored,im surpris there isnt more talk about what look like a flash crash in yesterday. biggest rang in year and larg ignor,-1.0,-1.0,0.6864384,"Topic 6, Topic 2",train
"nothing short of a disgrace @apple @facebook @amazon refuse 2 divulge carbon emissions data to global ngo cdp, ","noth shoof a disgrac refus divulg carbon emiss data to global ngo cdp,",-1.0,-1.0,0.837483,"Topic 4, Topic 6",train
"jmp securities thinks apple, inc. is going to $150: time to sell?  #aapl","jmp secur thinks, inc. is go to time to sell?",0.0,0.0,0.8736112,"Topic 4, Topic 3",train
new 4-inch iphone 6 reported. 5 reasons apple must make it  $aapl #aapl ,new inch iphon repoed. reasonsmust make it,0.0,0.0,0.89325845,"Topic 4, Topic 2",train
apple: $115 matches 8.4% increase in earnings. 2014q3 eps=$1.42 in  #ios app donkey stocks on your #iphone. #aapl ,match . increas in earnings. q eps. in app donkey stock on your .,0.0,0.0,0.7983255,"Topic 4, Topic 2",train
apple inc. (aapl) iphone 6 sales dent android market share  #aapl,inc. iphon sale dent android market share,0.0,0.0,0.6537365,"Topic 2, Topic 6",train
rt @hsmoghul: my @apple autocorrect changes muslim to awesome and i'm okay with that,my autocorrect chang muslim to awesom and im okay with that,0.0,0.0,0.44891468,"Topic 6, Topic 5",train
this is the 6th charger i've had to buy for my mac and they gave me the wrong one @apple #applesuport fix this wrongdoing give me a free one,thi is the th charger ive had to buy for my mac and they gave me the wrong one fix thi wrongdo give me a free one,-1.0,-1.0,0.96520364,"Topic 3, Topic 5",train
@jonjonnyp @apple you will have to queue up in person with the rest of the normals & uglies to get the 5s.,you will have to queue up in person with the rest of the normal ugli to get the s.,0.0,0.0,0.778201,"Topic 1, Topic 5",train
"rt @elnuevoherald: steve jobs, clave en juicio contra @apple   ","steve jobs, clave en juicio contra",0.0,0.0,0.8917051,"Topic 4, Topic 2",train
love @apple #iphone5 but i need to upgrade soon  ,love but i need to upgrad soon,1.0,1.0,0.7860608,"Topic 5, Topic 4",train
@apple #fail - since updating my #ipad #os there is a #bug that does not delete videos and free up memory forcing... ,sinc updat my there is a that doe not delet video and free up memori forcing...,-1.0,-1.0,0.88735455,"Topic 1, Topic 3",train
ubs says consensus on december quarter apple  iphone units could be 10% low $aapl #aapl ,ub say consensu on decemb quaeriphon unit could be low,0.0,0.0,0.89957076,"Topic 6, Topic 4",train
@engadget why are apple users surprised? @apple tells them how to hold their phones what's on their phones &amp; what they can listen to #isheep,whi areus surprised? tell them how to hold their phone what on their phone what they can listen to,-1.0,-1.0,0.80166644,"Topic 5, Topic 3",train
love the @apple is supporting #hourofcode with workshops! :) ,love the is suppo with workshops!,1.0,1.0,0.92131984,"Topic 5, Topic 2",train
newsflash: @burberry collaborates with @apple for the spring/summer 2014 show at #lfw   ,newsflash collabor with for the springsumm show at,0.0,0.0,0.778201,"Topic 5, Topic 6",train
"tim cook shows off apple watch to chinese internet official, discusses security issues  #aapl","tim cook show offwatch to chines internet official, discuss secur issu",0.0,0.0,0.95276034,"Topic 2, Topic 5",train
is apple inc. losing the $5 billion ed-tech market?  #aapl,isinc. lose the billion edtech market?,0.0,0.0,0.80839974,"Topic 5, Topic 2",train
coining #fingergate: when your new @apple iphone 5s fingerprint reader fails & locks you out of your own phone.,coin when your new iphon s fingerprint reader fail lock you out of your own phone.,-1.0,-1.0,0.8212862,"Topic 4, Topic 5",train
how long does it really take for a phone to ship @apple smh,how long doe it realli take for a phone to ship smh,-1.0,-1.0,0.8865554,"Topic 5, Topic 4",train
excellent news #houseofcards s3 on @netflix 27/2! i wonder if yosemite &amp; my wifi will be talking by then @apple @tim_cook ? it's been wks!!,excel news s on ! i wonder if yosemit my wifi will be talk by then ? it been wks!!,-1.0,0.0,0.47077727,"Topic 2, Topic 1",train
i need to somehow keep headphones attached to my phone at all times. @apple,i need to somehow keep headphon attach to my phone at all times.,0.0,0.0,0.58330756,"Topic 4, Topic 3",train
"#aapl:apple devices clobber androids on cyber monday, but the underdog is ca...","devic clobber android on cyber monday, but the underdog is ca...",0.0,0.0,0.7304918,"Topic 4, Topic 6",train
anyone else as sad as i am about @apple pulling their cards app?,anyon els as sad as i am about pull their card app?,-1.0,0.0,0.65266955,"Topic 4, Topic 6",train
"ok, @apple. you win. i won't use your browser anymore since it keeps closing on me. literally 8 times today. i counted.","ok, . you win. i wont use your browser anymor sinc it keep close on me. liter time today. i counted.",-1.0,-1.0,0.88406044,"Topic 3, Topic 5",train
#aapl i think it will be valued at 140-145s at next year.death of steve jobs damaged #samsung more than apple +,i think it will be valu at s at next year.death of steve job damag more than,0.0,0.0,0.5791517,"Topic 5, Topic 2",train
$aapl $bidu $ntes and more are on our stocks to buy list #aapl #bidu #ntes ,bidu nte and more are on our stock to buy list,0.0,0.0,0.84945583,"Topic 3, Topic 2",train
does anybody knows how to use Ã¥Â£ on a macbook pro retina us keyboard? thank you so much! @apple #macbook #pro #apple #keyboard,doe anybodi know how to use on a macbook pro retina us keyboard? thank you so much!,0.0,0.0,0.46818954,"Topic 3, Topic 1",train
@cehajek @tschwettman @apple ellyeah vine this is gonna be the worst day of my liiiiife ohhh yeaaaaah,ellyeah vine thi is gonna be the worst day of my liiiiif ohhh yeaaaaah,0.0,0.0,0.8433822,"Topic 1, Topic 5",train
i'm hoping @apple won't automatically make us download bruce springsteen and u2 singing together.  #u2 #bruce #espn #thatwasbad,im hope wont automat make us download bruce springsteen and u sing together.,-1.0,-1.0,0.6794041,"Topic 4, Topic 5",train
how can you people believe in a p/e ratio of greater than 22 for @twitter when @apple is around 10 #valuation #startups #ipo,how can you peopl believ in a pe ratio of greater than for when is around,0.0,0.0,0.5296495,"Topic 5, Topic 4",train
we hope @apple doesn't use glass for their new store in #williamsburg   we are afraid the #sikrikim and #tzimerman will break it...,we hope doesnt use glass for their new store in we are afraid the and will break it...,-1.0,-1.0,0.69035256,"Topic 3, Topic 5",train
"@apple  what a nice piece of crap you've created. great job. pay more, get less, #crapple #fail","what a nice piec of crap youv created. great job. pay more, get less,",-1.0,-1.0,0.6253907,"Topic 2, Topic 5",train
block trade detected in #aapl,block trade detect in,0.0,0.0,0.61756796,"Topic 6, Topic 3",train
@apple yh news apple's ipod antitrust lawsuit is full of great steve jobs quotes: here's the top 4: apple inc....  ,yh newss ipod antitrust lawsuit is full of great steve job quot here the top inc....,0.0,0.0,0.80375993,"Topic 3, Topic 2",train
the @apple iwatch: changing the face of watches  #applenews #iwatch #gadgets,the iwatch chang the face of watch,0.0,0.0,0.8752345,"Topic 1, Topic 6",train
is it time to buy the dip in apple inc. stock? $aapl #aapl ,is it time to buy the dip ininc. stock?,0.0,0.0,0.83241343,"Topic 5, Topic 2",train
#apple earns more #profit in on quarter than #amazon has earned in its lifetime. amazon @apple wow facts... ,earn more in on quaer than ha earn in it lifetime. amazon wow facts...,1.0,1.0,0.7965749,"Topic 4, Topic 3",train
new @apple patent: #ipad anti-reflective display    ,new patent antireflect display,0.0,0.0,0.89447457,"Topic 5, Topic 4",train
i have been through about 18 iphone 5 chargers @apple @stevejobs @wtf @!!!!!!!!!!!! @notcool,i have been through about iphon charger !!!!!!!!!!!!,-1.0,-1.0,0.74683577,"Topic 4, Topic 2",train
being held hostage at @apple - they are replacing the whole phone. last backup at 630 a.m. this morning so anything since was byebyebye.,be held hostag at they are replac the whole phone. last backup at a.m. thi morn so anyth sinc wa byebyebye.,-1.0,-1.0,0.9628174,"Topic 4, Topic 3",train
thanks for pushing me into #yosemite @apple it has been the #worst so slow and clunky. #cantgoback #misssnowleopard #whathappened,thank for push me into it ha been the so slow and clunky.,-1.0,-1.0,0.7254129,"Topic 1, Topic 4",train
the fuck kinda gay shit you print in the fucking ketosis @apple,the fuck kinda gay shit you print in the fuck ketosi,-1.0,-1.0,0.99848914,"Topic 5, Topic 3",train
watch steve wozniak use #iphone6 to magically unlock a hotel room #woz @apple ,watch steve wozniak use to magic unlock a hotel room,0.0,0.0,0.91893333,"Topic 1, Topic 2",train
@kapelianis @apple @hp my portfolio is actually doing quite well post-election. october was a bad month.,my pofolio is actual do quit well postelection. octob wa a bad month.,0.0,0.0,0.61993015,"Topic 3, Topic 1",train
"the iphone 6 may have a longer upgrade cycle - if so, expect unit sales to fall $aapl #aapl ","the iphon may have a longer upgrad cycl if so, expect unit sale to fall",-1.0,-1.0,0.8173553,"Topic 1, Topic 4",train
@apple fix os x please.,fix os x please.,-1.0,-1.0,0.69599646,"Topic 6, Topic 5",train
"@brettgilmour @apple you're not the only one apparently, based on that last interview we did with @carmilevy","your not the onli one apparently, base on that last interview we did with",0.0,0.0,0.778201,"Topic 4, Topic 1",train
the 19-year-old #wizkid who turned down @apple has nabbed backing from a #hollywood star ,the yearold who turn down ha nab back from a star,0.0,0.0,0.7662982,"Topic 4, Topic 1",train
will #apple pay consumers $1 billion for deleting their music?: apple inc. (nasdaq: #aapl) is currently embroi... ,will pay consum billion for delet their music?inc. nasdaq is current embroi...,0.0,0.0,0.74971735,"Topic 3, Topic 6",train
