labels,tweets
-1.0,apple inc. is doomed. $aapl dropped by 1.27%! currently priced at 113.535.  #aapl
0.0,apple ceo tim cook comes out as gay @apple     via @posh360_net
1.0,rt @schreier: it makes you smarter.  elevate is @apple app of the year!  congratulations @jessepickard and team.  
0.0,who's buying all those new iphones anyway? $aapl #aapl 
1.0,rt @schreier: it makes you smarter.  elevate is @apple app of the year!  congratulations @jessepickard and team.  
-1.0,block trade detected in #aapl
1.0,@schreier @sequoia @apple @jessepickard yes it surely is a smart game . even peak is good
1.0,rt @schreier: it makes you smarter.  elevate is @apple app of the year!  congratulations @jessepickard and team.  
0.0,knock for iphone now lets you lock as well as unlock your mac via bluetooth  #smhq #aapl
-1.0,rt @hamzeianalytics: block trade detected in #aapl
-1.0,"happy monday! my camera on my fancy @apple #iphone6plus suddenly stopped working this weekend, so instead - i meme. "
0.0,"in the @apple ipod antitrust case, recent development - plaintiffs may never have bought the ipods in the first place "
-1.0,@apple make a fucking phone so the screen doesn't break.  i want my phone to be naked and free.
0.0,why @apple needs #china to love the #applewatch (aapl):  via @themotleyfool #wearables #wearabletech #apple
-1.0,i hate it that my office email's not pushing emails now. it's fetching but on my settings it says push. #appleprobs #appleproblems @apple
1.0,love the new @apple @ipadair_2 tv spot - 
-1.0,@sforsimrat i thought abt @apple when bought @dell lemon. tried to save $. wasn't worth savings. regretting ever since. @dellcares #dellhell
-1.0,"#condoseniors said @apple needs to supply condo with dedicated tech. so many issues with iphone, imac, ipads warrants it. tech will eat well"
0.0,"reminiscing on the first low-cost computer which, out of the box, you didn't have to be a geek to use.  @apple"
0.0,mastercard teams up with gwen stefani to promote apple pay and 'priceless surprises'  #aapl
0.0,"tim cook shows off apple watch to chinese internet official, discusses security issues  #aapl"
0.0,"we know that @apple have a strong supply chain, but what is it that makes it that way? #supplychain #operations "
0.0,"apple is developing an iphone that fires laser beams to map surroundings, patent reveals  #aapl #hnhd"
1.0,first to own 2600 digital languages ip is new leader of the internet. terms based on performance! .@apple .@samsung 
0.0,"@5wa haha, @apple techs seeing the #condoseniors cookery should jump at opportunity! ;-)"
0.0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
0.0,job listings suggest apple plans to boost its rumored virtual reality program  #vr #aapl
1.0,thank u @apple for having outstanding customer service &amp; exchanging a phone case that was clearly not made 4 the power user #customerforlife
-1.0,glad i'm getting a non @apple computer . four macs in a row 
-1.0,fucking @apple are memer faggots 
-1.0,@nigxnog @apple bruh that means u type that a lot u fuckin punk bitch
1.0,s/o to the techs at @apple
1.0,rt @schreier: it makes you smarter.  elevate is @apple app of the year!  congratulations @jessepickard and team.  
0.0,"#apple, #paypal, and #mobilepayments worldwide  #aapl "
-1.0,"dear @apple  can you please create a middle finger emoji asap sincerely, all iphone users"
0.0,"rt @theywantvonnie: dear @apple  can you please create a middle finger emoji asap sincerely, all iphone users"
-1.0,"rt @theywantvonnie: dear @apple  can you please create a middle finger emoji asap sincerely, all iphone users"
0.0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
0.0,debunking one of #apple's biggest myths     #aapl
0.0,rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
-1.0,you gotta be kidding me @apple 
-1.0,theyre not rt @naivana_: you gotta be kidding me @apple 
0.0,rt @lunchgod: theyre not rt @naivana_: you gotta be kidding me @apple 
0.0,at all. rt @lunchgod: theyre not rt @naivana_: you gotta be kidding me @apple 
0.0,yesh. rt @lunchgod: theyre not rt @naivana_: you gotta be kidding me @apple 
0.0,"rt @theywantvonnie: dear @apple  can you please create a middle finger emoji asap sincerely, all iphone users"
-1.0,all of my apple product chargers look like that rt @lunchgod: theyre not rt @naivana_: you gotta be kidding me @apple 
1.0,apple inc.'s (aapl) momentum seems nearly unstoppable  #aapl
0.0,here's @apple's favorite apps of 2014.  elevate is #1. threes! is game-of-the-year. 
0.0,"@apple [#apple] #names its best #iphone and #ipad apps of the #year. (#monday, 8 #december) "
-1.0,same struggle.  rt @lunchgod: they're not rt @naivana_: you gotta be kidding me @apple 
0.0,higher price targets are not helping #apple's shares - forbes #aapl 
0.0,higher price targets are not helping apple's shares $aapl #aapl 
-1.0,rt @jpdesloges: higher price targets are not helping apple's shares $aapl #aapl 
0.0,@scarlettsinatra @lunchgod @naivana_ @apple simple solution 
0.0,"typo launches new iphone 6 keyboard, avoiding previous blackberry lawsuit [ios blog]  #aapl"
0.0,interesting apps pop up when you search for 'beta' on the @apple app store
0.0,cnbctv:  bulls running with #gopro &amp; #apple #gpro #aapl  
0.0,our @apple watch prototype for the male couch potato @smithandbeta @clorox  @zemanta #digidaydbs 
0.0,cnbctv:  citi's #apple optimism #aapl 
1.0,"yeah +1 thing i'm inspired by is apple of course. so, apple++. here is tv ad from 2002:  @apple #tvad"
0.0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
0.0,mastercard debuts new ad spot starring #apple pay and gwen stefani -  #aapl #gwenstefani
0.0,bloombergtv:  #wozniak: what really happened in #stevejobs' garage  #aapl
1.0,here's why #apple shares will reach $135: analyst #aapl 
0.0,"@apple [#apple] #is developing an #iphone that fires laser beams to #map surroundings .... (#monday, 8 #december) "
0.0,rt @pulsepointbuzz: our @apple watch prototype for the male couch potato @smithandbeta @clorox  @zemanta #digidaydbs 
0.0,"rt @acrossthebartv: our first ever #onfoodableweekly! much to discuss on this episode! @apple pay, @habitburger "
1.0,great service at @apple #bethesdarow thanks jenna and brandon!!!!!!!
1.0,@apple conclusion : best client service ever
-1.0,how many iphone chargers do i need to go through? @apple make charger durability a point in the new iphone
-1.0,no caller id must be able to be blocked on @appieofflciai products. @applenws @apple #apple #iphone6 #iphone6plus
0.0,"tim cook shows off apple watch to chinese internet official, discusses security issues $aapl #aapl "
1.0,nice1 @uber... @apple says these are the best #apps of 2014  via @techland
0.0,comparison between @apple maps and @google maps:  #longreads #webdesign
-1.0,"yo @apple , why yall make it so hard to grip the 6?."
-1.0,#apple just patented an idea that #stevejobs would have hated #aapl  
-1.0,@google @facebook @intel @apple pay your taxes in our country!!! 
0.0,"apple watch's high-priced fashion focus on the mark, survey says $aapl #aapl "
-1.0,#aapl:apple returns cash to shareholders because it's out of ideas on how to...
0.0,how many of @apple's top apps of 2014 do you have downloaded on your phone? 
-1.0,#applecare only cares about @apple beware of false prophetsi mean profits!
-1.0,@granitewinger @apple  beware of anything that includes the word care.
0.0,apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
-1.0,"i've been talking with @apple support for almost 2 hours, absolutely no help at all."
-1.0,why the fuck is there a 'recently deleted' photo album? @apple
-1.0,"come on #aapl, get your shit together!"
1.0,the 5 best #iphone games you should play this week  via @techland #aapl
-1.0,rt @justpoetic_: why the fuck is there a 'recently deleted' photo album? @apple
0.0,massive mobile tech companies like @apple @xiaomi are excited by wearables and investing 40 million into @misfit  
0.0,massive mobile tech companies like @apple @xiaomi are excited by wearables and investing 40 million into @misfit  
0.0,"uk:  where to buy #iphone6, iphone 6 #plus, iphone 5s, iphone 5c, iphone 5, iphone 4s  #aapl"
0.0,mastercard teams up with gwen stefani to promote apple pay $aapl #aapl 
0.0,"#apple #aapl plans to launch #iphone6mini version in 2015 - dec 8, 2014 -   via @zacksresearch"
0.0,see which 11 guru fund managers hold #apple #aapl 
1.0,@apple stores will host #free #coding workshops for #hourofcode on 12/11/14  via @techcrunch @codeorg #computerscience
-1.0,oh @apple this is horrible packaging and shipping. #shame 
0.0,apple plans to launch iphone 6 mini version in 2015  $aapl #aapl 
0.0,apple - fibonacci technicals levels - last intraday  update - $aapl #aapl  
-1.0,.@panic the inconsistency and overall weirdness that controls the @apple #appstore is why i archive previous versions.. easy to downgrade.
-1.0,tryng to get back on snapchat but the app store isn't cooperating @apple
0.0,rumor roundup: a tale of three rumor blogs $aapl #aapl 
-1.0,"@viticci when is @dropbox removing photo upload? and are @apple covering refund for those who purchased based on features, that are no more?"
0.0,"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! "
-1.0,rt @willliamlemar: rt @justpoetic_: why the fuck is there a 'recently deleted' photo album? @apple
-1.0,"@apple #ios8 notification center is a pain in the ass: no way to sort, no way to dismiss all notifications, and hitting that [x] on each app"
-1.0,iphone6 fell 2 ft. screen shattered like it was blown up. @apple wants an additional $109 to fix it. maybe make a product that lasts?
0.0,is apple a symptom of a tech bubble? could apple be overvalued? 700b reasons for apple's valuation:  #apple #aapl
-1.0,f u @apple ur geniuses can suck my ass!
0.0,@justinbieber @apple get on it
0.0,apple intraday comments - last update - premium users  #aapl #stockaction #trading #stocks #mkt 
0.0,#aapl:jim cramer: why this is not the tech bubble we saw in 2000...
0.0,apple: dec 8 total trading daily profits 2.78/sh  #aapl #stockaction #trading #stocks #mkt  
-1.0,"i hate my phone, i can't use it it's gone completely silent, and if i were to call @apple i would get even less help than i get now."
0.0,tim cook nominated for time's 2014 person of the year  #aapl
-1.0,#apple tv #sales topped by chromecast: #aapl being pushed out: #apple inc. (aapl) never made much of a fuss ab... 
0.0,@apple you should have your old products available to the people at the same economic standing as our current market at this sec. @appstore
-1.0,thank you @apple for being such a little troll but putting the option close right above the save tab. legends
0.0,rt @ihcfo: gonna go out on a limb. #twtr will be this decade's #aapl.
0.0,"apple inc. price at close, december 08, 2014, is 112.4. #apple #aapl"
1.0,apple's tim cooke hits the nail on the head  @tim_cook @apple #apple #technews 
0.0,"monday's analyst moves: apple inc., chevron corporation, starbucks ...  #aapl"
1.0,i love my phone so much thank you based god @apple
0.0,#aapl:here's why apple shares will reach $135: analyst...
0.0,"@apple @appstore i want to exchange a sealed 16gb air 2 for a 64gb air 2, i will pay the difference. may i do this in a store?"
0.0,daring fireball: transmit ios and icloud drive @apple 
0.0,the ui of the future: three takeaways from @apple pioneer bill fernandez @zdnet @jasonhiner 
0.0,"can we see the evidence, please?  #factcheckthis rt @apple @snopes @moronwatch"
0.0,"how to: make a realistic, song-length drum track using @apple logic pro x drummer:  #proaudio "
-1.0,@india especially telling me that i've been randomly selected for a grant from our broke ass govt. i'm not @apple i don't get free govt $$$$
1.0,"the 10 biggest differences between #mac and #pc.  yep, i'll stick with my mac! #apple  @apple @lisaeadicicco"
0.0,new hearthstone expansion 'goblins vs gnomes' officially launches [ios blog]  #aapl
-1.0,"happy monday! my camera on my fancy @apple #iphone6plus suddenly stopped working this weekend, so instead - i meme. "
0.0,apple inc. and facebook clash; neither is wrong  #aapl
1.0,you'll be back in my life soon @apple
0.0,few spots left @wwclondon's 10 dec event @apple  w/ @coderinheels @dr_black @watc_girl @isabelladegen @bridget_connell
0.0,"@em_magazine @apple been hearin' alot of bad drums lately including ahem,  let's hope they check this guide out"
1.0,"the 10 biggest differences between #mac and #pc.  yep, i'll stick with my mac! #apple  @apple @lisaeadicicco"
1.0,"the 10 biggest differences between #mac and #pc.  yep, i'll stick with my mac! #apple  @apple @lisaeadicicco"
-1.0,@apple hey fuck u my phone speaker no longer works just b/c
-1.0,@apple hey nvm but i shouldn't have to restart my phone to make it work
0.0,rt @horseshoebmore #holiday #giveaway! to ensure you stay in touch on the go ck out brands like @apple @amazon 
1.0,rt @horseshoebmore #holiday #giveaway! to ensure you stay in touch on the go ck out brands like @apple @amazon 
0.0,rt @horseshoebmore #holiday #giveaway! to ensure you stay in touch on the go ck out brands like @apple @amazon 
0.0,rt @horseshoebmore #holiday #giveaway! to ensure you stay in touch on the go ck out brands like @apple @amazon 
0.0,"@apple [#apple] #names its best #iphone and #ipad apps of the #year. (#monday, 8 #december) "
-1.0,"apple inc. is catching up on iphone 6 supply, but still lagging demand  #aapl"
0.0,here's @apple's picks for best apps and games of 2014. 
0.0,#aapl:see which 11 guru fund managers hold apple...
-1.0,"@cbchomestretch my @apple #imac caught fire while not in use, just sitting on my desk. luckily i was nearby and was able to sort it out."
0.0,"in case of accident, stay safe with our free @apple app #winnipeg "
-1.0,i don't know what you're trying to do @apple but phone updates are turned off. thanks for letting me 'aware' by error 
1.0,#aapl providing another great entry point &lt; $115
-1.0,@azakfeverafc phone is awful. why is there a green line? need a new one. @apple sort it out. not on. af
0.0,@azakfeverafc @apple do you need intel. dm. jw.
0.0,"trade $aapl #free nightly updates are #posted here on #twitter, or you can visit the #trade #aapl free #website here "
0.0,#aapl:apple inc. and facebook clash; neither is wrong...
-1.0,@azakfeverafc @apple or you could learn to take pictures off the internet better
0.0,steve wozniak says @apple starting in garage is a complete myth @stevewoz-  
-1.0,rt @jimmy5098: @azakfeverafc @apple or you could learn to take pictures off the internet better
0.0,i'm learning all about apple ipad mini smart cover - green at @influenster! @apple 
0.0,"@brettgilmour @apple you're not the only one apparently, based on that last interview we did with @carmilevy"
1.0,"the ##best #iphone apps of the year, #according to @apple [#apple]. (#monday, 8 #december) "
0.0,"@apple [#apple] #(aapl) plans to #launch #iphone6 mini version in #2015. (#monday, 8 #december) "
0.0,bose products could be returning to apple store shelves next week  #aapl
-1.0,"good grief, @apple, could you all have a more sucky hold music queue playlist? no offense, but, ewwwwww! johnny cash into a rap song? gross"
-1.0,"@apple: you were doing great with johnny cash, but damn that was jarring!"
0.0,"@em_magazine @apple how about showing us also in sonar x3,ableton live,propellerhead reason,reaper and mixcraft."
0.0,"apple stock in upward trend after 'explosive' holiday quarter, apple watch release in 2015 -   #aapl"
-1.0,the only reason i have an iphone is because of imessage. @apple bruh make a better battery
0.0,check out @apple macbook pro 15.4 retina 2.6 ghz i7 8gb 500gb ssd mid 2012 gt 650m 2magsafe #apple  via @ebay
0.0,"citi, bmo boost apple price targets  #news #aapl #applepricetargets #applestock #apple #iphone #news"
-1.0,#aapl #apple stock price plummeting... time to sell for a bit?
1.0,we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple
1.0,rt @swiftkey: we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple
1.0,rt @swiftkey: we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple
-1.0,@apple - bring back #classicipod #cantbelieveitsgone
-1.0,day 12 without access to my @itunes passwd. apple 'working on it'. no new apps or calendar. @apple ecosystem has achilles? your move @google
-1.0,@swiftkey @apple oh in wish you guys would port hebrew from the android version already! i have swapping abck and forth
0.0,bose products reportedly set to return to #apple store shelves as early as next week -  #aapl #jimmyiovine
-1.0,"too much completely broken shit in the world, fucks sake. (and fuck you @apple for the bullshit 'autocorrects')"
0.0,"#apple inc. #aapl price target, eps estimates raised by bmo  via @valuewalk"
0.0,#apple pt raised to $135.00 #aapl  via @ratingsnetwork
1.0,rt @swiftkey: we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple
-1.0,@swiftkey @apple too bad all third party keyboards on ios are buggy as hell and therefore completely unusable. undeserved.
-1.0,#former @apple exec sentenced to one year in prison for selling #company #secrets  #uasm
0.0,i wonder if @apple is aware that they use the international symbol for #kissmyass in their retail stores? 
0.0,"watch the weekend's new tv ads from @radioshack, @apple and more "
0.0,best buy cuts apple inc. ipad prices to boost sales  #aapl #ipad
1.0,great time had @apple store on friday. @russellferg &amp; his #krumpers &amp; a #talkback  @twdancecenter #urbannutcracker
0.0,"rt @adage: watch the weekend's new tv ads from @radioshack, @apple and more "
-1.0,"rt @colddimsum: too much completely broken shit in the world, fucks sake. (and fuck you @apple for the bullshit 'autocorrects')"
-1.0,#aapl:apple just patented an idea that steve jobs would have hated...
0.0,omg this girl is still using my email to try and login to her @apple act! you have the wrong email! stop trying to 'verify'!
0.0,"rt @adage: watch the weekend's new tv ads from @radioshack, @apple and more "
0.0,"rt @adage: watch the weekend's new tv ads from @radioshack, @apple and more "
1.0,completely in love with my @apple #iphone6 right now. playing with my #newphone &amp; digging into some @pappajohns. day=complete #pizza
-1.0,@apple @itunes #whitepower #hatemusic #hatespeech #icantbreathe not a good look 
-1.0,@fastcoexist if you use @apple congrats you just gave the government permission to spy on you.  #apple
-1.0,@matt_garber @levifig @dcurtis hah. i wasn't defending it. but this is @apple and they don't understand the internet.
1.0,cool 90 minutes later i now have yosemite x on macbook not bad for an almost 10 year old computer still run strong @apple #winning
0.0,"apple inc. is catching up on iphone 6 supply, but still lagging demand  #aapl"
1.0,always so impressed with the customer service at the @apple store square one. my laptop works again and didn't cost me a dime!
-1.0,.@apple there is still not a suicide note template on your most recent pages update how much longer do i have to wait
0.0,few spots left @wwclondon's 10 dec event @apple w/ @coderinheels @dr_black @watc_girl @isabelladegen... 
-1.0,thanks @apple for making life complicated
0.0,"#mkt final #aapl #putcallratios for monday, december 8, 2014:  "
0.0,"final #aapl #putcallratios for monday, december 8, 2014  via hamzei  $$"
1.0,thanking @apple for the 'do not disturb' feature
-1.0,the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple
-1.0,rt @saigeist: the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple
0.0,"rt @optionsfeed: final #aapl #putcallratios for monday, december 8, 2014  via hamzei  $$"
0.0,apple inc. vs google inc: the battle of the tech giants  #aapl
1.0,rt @gxldblvnts: thanking @apple for the 'do not disturb' feature
0.0,hope @apple &amp; #ios will allow compact views for 3rd party keyboards like #swiftkey and #swype do on #android.
-1.0,"my macbook pro is now as annoying as my asus windows 8 computer. freezing, laggy, etc.  so much for @apple's excellence."
0.0,rt @recentrates: best buy cuts apple inc. ipad prices to boost sales  #aapl #ipad
0.0,@vrich_ i want a gold metallic macbook to go with my iphone 6 plus @apple
0.0,natalie portman passes on aaron sorkin's steve jobs movie  #aapl
0.0,5 companies growing faster than apple inc.  #aapl
0.0,"final #aapl #putcallratios for monday, december 8, 2014 "
0.0,from @verso: @apple retail celebrates computer science education week  #hourofcode
-1.0,why can't we facetime more than one person at a time @apple ? i need answers dammit until then oovoo winning.
0.0,"@armitagina well they don't want people recording the movie, i guess. we'll see. i know it's crazy! but just ra, lp and le will be @apple."
0.0,#apple 'hoarding' #iphone6 supply for its own stores  #ibdblogs via @ibdinvestors  #aapl
0.0,.@apple needs to consider these emoji's! i really need them in my life!!!  via @buzzfeed
0.0,'not a book on how @apple or @starbucks grow global brands. this is your book on how to grow your #stickybrand ' 
0.0,"#apple inc. is catching up on #iphone6 supply, but still lagging demand | the motley fool #aapl "
0.0,#apple inc. and #facebook clash; neither is wrong | the motley fool #fb #aapl 
-1.0,my old iphone exploded for no good reason @apple what the heck??? 
0.0,cnbctv: buy #apple's pullback?  #aapl
-1.0,my computer sux @apple fix it
-1.0,"no videos tonight, turns out ipads still need electricity to function. figure it out, @apple   ps lol key studies at 144"
0.0,"protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,"for the past week my phone stay freezing &amp; closing out apps on me, wtf @apple?!"
-1.0,"@prettynumbers @teamcavuto @apple also, steve jobs? overrated. "
-1.0,i just got this charger like 2 weeks ago what the frick @apple
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,"@teamcavuto @apple a protest should not show any form of violence, because violence is very destructive: "
0.0,@teamcavuto @apple blacks (13% of pop.) murder 1000 more people per yr. than whites (63% of pop.)!  this is what police deal with!
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,@teamcavuto @fairoakstrader @apple these actions are not helping their cause. #democratswarontruth
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,.@apple seems to have killed genius bar reservations online or via macs in apple stores even.
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,judge rules banks can sue @target over credit card breach; @apple #pay value proposition intensifies 
0.0,"@teamcavuto @fairoakstrader @apple  still misplaced, but they are the companies with the most power to do something."
0.0,@teamcavuto @fairoakstrader @apple it's all a game it's the continuation of the occupy clown thing. trying to relieve the 60s. drugs sex etc
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,@listen2lena 3x bonus airmiles @apple right now! #airmilesshops
1.0,rt @sjado: @listen2lena 3x bonus airmiles @apple right now! #airmilesshops
0.0,rt @sjado: @listen2lena 3x bonus airmiles @apple right now! #airmilesshops
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,@justinraimondo @teamcavuto @apple this is #morphing into actions against police as praetorian guards working for the unaware rich.0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,cocky ass apple. i was talking bout da fruit. fuck you. @apple 
0.0,@teamcavuto @charliekirk11 @apple what did macy's have to do with it or the other stores they blocked?
-1.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,why does my battery die so quick @apple
0.0,@teamcavuto @stuntbrain @apple no rule against protesting and picking up a spare lightening cable
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,@apple airplay sucks on yosemite
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,@ok_fatty @apple thanks 4 almost burning my house down
0.0,"@apple everybody else can track when stuff will show up, why can't you?  #usps has great small package tracking."
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
1.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,"@panic @jpetersen good call i thought @apple was going to compete with dropbox, @droplr etc. this is a bad sign like my macpro std 250gb hd"
-1.0,i seriously f-ing hate this new version of @apple itunes. spend hours trying to figure out how to synch w/o deleting everything.
-1.0,@apple!! what the heck??? my phone screen looks like it lost a battle with a windstorm! 
1.0,"congrats @apple i mean he wasn't using @googlehangouts_, right? #apple #google "
0.0,rt @smartoutsource1: steve wozniak calls @apple's legendary garage 'a bit of a myth' 
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,"@teamcavuto @rowdman53 @apple it's democrat funded ows &amp;paid protesters distraction from democrat failures aca, amnesty,taxes,debt,economy"
0.0,just received my @auugmotionsynth. just gotta wait for @apple to approve their app now!
-1.0,why does my phone suck so much @apple
0.0,@aevan720 @apple dude i play trombone.... i'm worried
0.0,"@apple [#apple] #(aapl) plans to #launch #iphone6 mini version in #2015. (#monday, 8 #december) "
0.0,"rt @adage: watch the weekend's new tv ads from @radioshack, @apple and more "
-1.0,rt @animaitoes: why does my phone suck so much @apple
-1.0,rt @animaitoes: why does my phone suck so much @apple
-1.0,@apple fix addis' phone so we can text each other pls and thx
0.0,"rt @adage: watch the weekend's new tv ads from @radioshack, @apple and more "
0.0,'@apple : hey you wanna use ifon siks? jas follow @rizalscandal and u will get it! '
0.0,rt @abdinsyakirin: '@apple : hey you wanna use ifon siks? jas follow @rizalscandal and u will get it! '
-1.0,@apple can you please make a charger that actually last
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,"@arstechnica @joemullin come on @apple, @google, et al.-get your stb together so we can bypass cable/satellite companies."
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,i applied for @apple's 'head of social media' opening. i have a leg up because of my twitter skillz. i am like the mark twain of twitter.
1.0,@windows and yet i somehow would rather have a macbook air.  @apple
-1.0,ayyy my fourth phone charger this week broke today @apple fuck you
0.0,@apple #pay or @google #wallet: which is better? #biztechltd  
0.0,"@apple [#apple] #inc. is catching up on #iphone6 supply, #but still lagging demand. (#monday, 8 #december) "
0.0,"the ##best #iphone apps of the year, #according to @apple [#apple]. (#monday, 8 #december) "
0.0,#aapl:in their own words: investor robin chan talks about xiaomi's lei jun...
0.0,"watch the weekend's new tv ads from @radioshack, @apple and more "
-1.0,"so here's the deal, i'm taking this phone and beating the shit out of it. fuck you @appstore @apple whatever your damn twitter is, fuck you"
0.0,my iphones working without a sim card on 3g (not on wifi) #wtf @apple
-1.0,"iphones are mad sensitive bro, if it's too cold, it dies even with a lot of battery left. if it's too hot, it shuts down as well smfh @apple"
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,but when is @apple gonna let me italicize
-1.0,#xcode #aapl - source kit crash in swift - getting annoying now.
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,@tyniaaaa_  fuck @jcolenc  and @apple
-1.0,worst thing i ever did was update the software on my computer. this update is trash @apple
1.0,@simplyyours_joh @tyniaaaa_ @jcolenc @apple  yeah
0.0,@simplyyours_joh @scarfacesheed_ @jcolenc @apple i told him that but he's crazy
0.0,@simplyyours_joh @scarfacesheed_ @jcolenc @apple did the link bring you back to the pre ordered thing
0.0,"#meet #elevate, @apple [#apple]'s pick for best #iphone app of the #year. (#monday, 8 #december) "
0.0,@apple now is your chance with apple tv.  #verizon #fios is going downhill fast.  they are now using crappy plastic stbs with no displays!
0.0,@scarfacesheed_ @jcolenc @apple he ain't steal it apple did
0.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
0.0,i'm not playing no games @jcolenc @apple 
-1.0,so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple
-1.0,rt @dbreeeezy_: so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple
-1.0,"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree."
-1.0,@apple my phone just died at 5% and i feel betrayed.
0.0,a for @apple  a for @adnantariqbajwa a for @air_mun 
0.0,"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! "
-1.0,dear @apple. worst idea ever. fix it. 
0.0,"i need new emojis , preferably some brown people an shxt like that @apple"
-1.0,"rt @jus_trippy: i need new emojis , preferably some brown people an shxt like that @apple"
0.0,@apple make the settings page less horrific
-1.0,hey @apple what the hell is this hahaha 
0.0,i wish phones had an infinite amount of storage @apple you need to do something about that
-1.0,"my spellcheck makes me wanna stab somebody, that isn't the fuckin word i wanted to use @apple"
0.0,i'm learning all about apple store at @influenster! @apple 
-1.0,"@apple yh news china reminds apple on need to support privacy, security in its products: apple can have access...  "
-1.0,@angelicaxpham does it look like i fucking have 12 days @apple
0.0,"#aapl:apple inc., international business machines corp., exxon mobil corpora..."
0.0,@teamcavuto @justinraimondo @apple it's you
0.0,yosemite is dope except for that one glitch that moves the message window all over the place.  @apple
0.0,@laurelcatherine @apple @gotnewsdotcom that proves nothing..
0.0,"where are they going with this? come on, @apple "
-1.0,@ganondaif why is the quality so bad on these webcam pics excuse me @apple
0.0,losing two-factor recovery key could permanently lock apple id  #aapl
1.0,"rt @jus_trippy: i need new emojis , preferably some brown people an shxt like that @apple"
1.0,great @apple my phone number is so accurate 
-1.0,@apple thanks for making the shittiest chargers
-1.0,the hell does this mean @apple one day skype won't let me login now i can't even open the app 
0.0,@mzhoov @bionicbombshell they got a nigga in a turban. why cant we have a sista in a headscarf @apple?!
0.0,apple: $113 matches 8% increase in earnings. 2014q3 eps=$1.42 in  #ios app donkey stocks on your #iphone. #aapl 
